				Alberta	Alberta	Atlantic Canada	Atlantic Canada	British Columbia	British Columbia	North	North	Ontario	Ontario	Prairies	Prairies	Quebec	Quebec
It would be more complicated than purchasing a different type of home.	Barriers	Middle Housing Purchase	Low Willingness, High Capability	16	4	4	3	17	4	1	0	47	2	6	0	12	1
It would be less financially beneficial than purchasing a different type of home	Barriers	Middle Housing Purchase	Low Willingness, High Capability	36	5	11	5	25	5	1	2	88	13	10	2	30	0
It is not compatible with my plans and vision for a home	Barriers	Middle Housing Purchase	Low Willingness, High Capability	73	14	21	9	59	18	1	0	212	57	36	11	77	1
Living next to neighbours in other units in middle housing buildings puts me off living in a unit in a middle housing building	Barriers	Middle Housing Purchase	Low Willingness, High Capability	109	19	26	18	93	26	4	2	299	66	38	12	161	3
It would not give me enough space	Barriers	Middle Housing Purchase	Low Willingness, High Capability	75	18	21	12	78	21	1	2	231	56	31	11	131	3
It would not give me enough privacy	Barriers	Middle Housing Purchase	Low Willingness, High Capability	106	19	40	22	83	29	5	2	336	79	49	14	171	4
I would feel a sense of shame or disappointment in myself if I purchased a unit in a middle housing building rather than a single-family home	Barriers	Middle Housing Purchase	Low Willingness, High Capability	8	1	3	0	6	1	1	0	21	3	1	1	12	0
People I care about would think less of me if I purchased a unit in a middle housing building rather than a single-family home	Barriers	Middle Housing Purchase	Low Willingness, High Capability	4	1	1	1	2	1	0	0	23	0	2	0	11	0
It would be more financially beneficial than purchasing a different type of home or staying in my current home	Drivers	Middle Housing Purchase	Low Willingness, High Capability	39	5	11	6	36	6	0	0	117	20	13	2	78	1
It would be a more affordable option for me compared to purchasing another type of home	Drivers	Middle Housing Purchase	Low Willingness, High Capability	75	8	19	8	82	21	4	1	191	34	22	6	105	2
It would be more suited to my family situation and lifestyle than my current home	Drivers	Middle Housing Purchase	Low Willingness, High Capability	9	2	3	1	12	0	0	0	48	7	6	2	34	0
It would give me a greater sense of community	Drivers	Middle Housing Purchase	Low Willingness, High Capability	12	3	4	2	13	1	0	0	46	4	7	0	18	0
It would allow me to downsize while staying in the neighbourhood	Drivers	Middle Housing Purchase	Low Willingness, High Capability	37	7	8	9	44	9	0	0	152	27	21	2	61	3
It would allow me to live in a more convenient or desirable location (e.g. more walkable, better access to public transport)	Drivers	Middle Housing Purchase	Low Willingness, High Capability	36	6	12	8	49	8	1	1	109	25	15	8	57	1
It would mean spending less time and money maintaining a property	Drivers	Middle Housing Purchase	Low Willingness, High Capability	85	14	26	19	67	17	3	2	247	53	36	11	131	4
It would mean supporting more sustainable housing options	Drivers	Middle Housing Purchase	Low Willingness, High Capability	12	1	8	1	17	5	2	1	59	9	4	1	25	0
People I know enjoy living in units in middle housing buildings	Drivers	Middle Housing Purchase	Low Willingness, High Capability	9	1	5	3	11	3	0	0	47	5	10	0	20	0
I cannot afford to purchase a unit in a middle housing building within the next 5 years	Barriers	Middle Housing Purchase	Low Willingness, High Capability	34	5	13	1	39	4	0	1	124	17	16	4	61	0
There are no financing options that allow me to borrow money to purchase a unit in a middle housing building	Barriers	Middle Housing Purchase	Low Willingness, High Capability	49	6	16	5	50	10	5	0	155	21	20	5	57	1
Units in middle housing buildings are not available for purchase where I live	Barriers	Middle Housing Purchase	Low Willingness, High Capability	113	26	41	24	102	32	1	3	347	85	57	22	182	4
The information comes directly from other customers, e.g. online reviews or forums	Sources of Trust	Middle Housing Purchase	Low Willingness, High Capability	36	7	11	10	29	12	2	0	126	20	15	8	45	0
I can verify the information myself through other sources	Sources of Trust	Middle Housing Purchase	Low Willingness, High Capability	158	24	42	23	136	35	4	3	401	96	68	24	202	5
The information comes from a governmental organisation	Sources of Trust	Middle Housing Purchase	Low Willingness, High Capability	62	8	26	8	67	15	1	0	235	41	36	9	147	3
The information comes from a non-profit organisation	Sources of Trust	Middle Housing Purchase	Low Willingness, High Capability	23	9	12	4	39	11	0	1	140	24	24	6	59	1
The information comes from an expert or professional	Sources of Trust	Middle Housing Purchase	Low Willingness, High Capability	102	22	44	12	103	20	5	3	318	59	46	15	166	3
The source of the information doesn’t have a financial or political motivation	Sources of Trust	Middle Housing Purchase	Low Willingness, High Capability	107	19	39	16	102	26	2	4	297	74	46	17	121	1
The information is formatted and presented professionally	Sources of Trust	Middle Housing Purchase	Low Willingness, High Capability	59	16	18	10	54	11	3	0	194	30	24	12	100	2
The information is presented in a visual way (e.g., videos, images, graphs)	Sources of Trust	Middle Housing Purchase	Low Willingness, High Capability	35	6	13	7	41	8	1	1	158	23	18	1	59	0
Information about risks	Key Pieces of Information	Middle Housing Purchase	Low Willingness, High Capability	45	7	19	6	50	12	2	1	138	32	27	11	76	2
Information about the financial benefits associated with the innovation	Key Pieces of Information	Middle Housing Purchase	Low Willingness, High Capability	48	15	22	9	50	14	3	1	152	30	21	13	92	2
Information about the lifestyle, wellbeing or broader social benefits of the innovation	Key Pieces of Information	Middle Housing Purchase	Low Willingness, High Capability	30	5	15	6	36	7	0	0	80	11	14	2	45	0
Testimonials from people who have previously adopted the innovation	Key Pieces of Information	Middle Housing Purchase	Low Willingness, High Capability	26	7	11	9	18	8	0	0	80	11	13	7	40	0
Detailed information about the process and timelines	Key Pieces of Information	Middle Housing Purchase	Low Willingness, High Capability	43	10	19	7	41	8	3	1	142	31	21	6	58	1
Information about the organisation providing the innovation	Key Pieces of Information	Middle Housing Purchase	Low Willingness, High Capability	30	7	9	4	35	8	2	0	83	20	20	5	33	0
Information about ways to save money (e.g. incentive or rebate programs, additional perks)	Key Pieces of Information	Middle Housing Purchase	Low Willingness, High Capability	24	5	10	5	24	5	3	0	84	20	10	5	51	0
Information about how the innovation complies with rules in your area	Key Pieces of Information	Middle Housing Purchase	Low Willingness, High Capability	34	9	8	9	34	8	2	1	85	23	17	7	32	1
Information about the environmental impact of the innovation	Key Pieces of Information	Middle Housing Purchase	Low Willingness, High Capability	8	1	5	5	14	5	0	0	48	11	6	1	12	0
Man	Gender	Middle Housing Purchase	Low Willingness, Low Capability	99	34	38	37	120	31	2	1	317	55	44	24	336	2
Woman	Gender	Middle Housing Purchase	Low Willingness, Low Capability	121	24	57	50	149	30	4	3	433	88	73	31	325	4
Non-binary	Gender	Middle Housing Purchase	Low Willingness, Low Capability	1	0	1	0	0	0	0	0	1	1	0	0	1	0
Prefer not to answer	Gender	Middle Housing Purchase	Low Willingness, Low Capability	0	0	0	0	2	0	0	0	1	0	1	1	2	0
25 to 34 years	Age Group	Middle Housing Purchase	Low Willingness, Low Capability	22	6	12	4	31	4	0	0	89	9	11	5	55	1
35 to 44 years	Age Group	Middle Housing Purchase	Low Willingness, Low Capability	32	5	14	9	50	8	3	0	139	19	21	9	113	0
45 to 54 years	Age Group	Middle Housing Purchase	Low Willingness, Low Capability	63	15	25	20	62	8	1	0	170	33	30	15	165	1
55 to 64 years	Age Group	Middle Housing Purchase	Low Willingness, Low Capability	53	12	18	27	67	13	1	1	167	40	23	14	165	1
65 to 74 years	Age Group	Middle Housing Purchase	Low Willingness, Low Capability	29	15	17	19	31	17	0	3	116	25	17	10	90	1
75 to 84 years	Age Group	Middle Housing Purchase	Low Willingness, Low Capability	16	5	9	8	21	11	1	0	47	15	11	3	54	2
85 years and over	Age Group	Middle Housing Purchase	Low Willingness, Low Capability	6	0	1	0	9	0	0	0	24	3	5	0	22	0
$100,001 - $130,000	Household Income	Middle Housing Purchase	Low Willingness, Low Capability	37	11	17	10	50	6	3	1	113	14	16	7	136	0
$40,000 - $70,000	Household Income	Middle Housing Purchase	Low Willingness, Low Capability	48	18	27	18	62	18	1	2	184	31	22	14	137	3
$70,001 - $100,000	Household Income	Middle Housing Purchase	Low Willingness, Low Capability	35	8	12	17	50	8	0	0	134	34	23	8	130	1
Less than $40,000	Household Income	Middle Housing Purchase	Low Willingness, Low Capability	42	13	25	26	52	14	2	0	140	37	25	8	87	2
More than $130,000	Household Income	Middle Housing Purchase	Low Willingness, Low Capability	31	7	6	11	30	7	0	1	98	11	16	7	103	0
Prefer not to answer	Household Income	Middle Housing Purchase	Low Willingness, Low Capability	28	1	9	5	27	8	0	0	83	17	16	12	71	0
Owners	Ownership Status	Middle Housing Purchase	Low Willingness, Low Capability	183	53	75	82	203	54	4	3	602	129	98	52	579	6
Non-Owners	Ownership Status	Middle Housing Purchase	Low Willingness, Low Capability	38	5	21	5	68	7	2	1	150	15	20	4	85	0
Single-family home	Type of Housing	Middle Housing Purchase	Low Willingness, Low Capability	143	38	60	84	120	47	2	3	458	122	93	47	427	4
Accessory Dwelling Unit	Type of Housing	Middle Housing Purchase	Low Willingness, Low Capability	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Apartment (in a building with more than 12 units)	Type of Housing	Middle Housing Purchase	Low Willingness, Low Capability	15	1	7	0	36	1	0	0	50	2	7	0	31	0
Condominium	Type of Housing	Middle Housing Purchase	Low Willingness, Low Capability	20	2	3	0	55	1	0	0	95	1	6	0	76	1
Duplex, triplex or fourplex	Type of Housing	Middle Housing Purchase	Low Willingness, Low Capability	11	4	8	1	17	2	2	1	26	4	5	1	51	0
Larger multiplex (5 - 12 units)	Type of Housing	Middle Housing Purchase	Low Willingness, Low Capability	3	1	3	0	0	0	0	0	3	0	3	0	20	0
Mobile home	Type of Housing	Middle Housing Purchase	Low Willingness, Low Capability	6	8	6	2	10	6	0	0	3	10	0	7	8	1
Townhouse, row house or semi-detached house	Type of Housing	Middle Housing Purchase	Low Willingness, Low Capability	18	2	8	0	31	2	0	0	111	3	3	1	45	0
Other	Type of Housing	Middle Housing Purchase	Low Willingness, Low Capability	4	2	1	0	2	2	1	0	6	2	1	0	6	0
I live alone	Household Composition	Middle Housing Purchase	Low Willingness, Low Capability	36	6	24	13	73	22	1	1	154	21	25	2	128	2
Your spouse or common-law partner	Household Composition	Middle Housing Purchase	Low Willingness, Low Capability	138	46	57	71	159	32	3	3	474	109	76	50	478	4
Your parent(s) (including in-laws)	Household Composition	Middle Housing Purchase	Low Willingness, Low Capability	17	1	5	2	21	1	0	0	58	9	4	0	22	0
Your grandparent(s) (including in-laws)	Household Composition	Middle Housing Purchase	Low Willingness, Low Capability	0	0	0	0	1	0	0	0	1	0	0	0	1	0
Your child (birth, adopted, step or foster)	Household Composition	Middle Housing Purchase	Low Willingness, Low Capability	54	14	19	13	57	6	2	2	205	25	37	13	110	1
Multiple of your children (birth, adopted, step or foster)	Household Composition	Middle Housing Purchase	Low Willingness, Low Capability	27	5	11	10	21	5	1	0	85	19	4	8	87	0
Your grandchild(ren)	Household Composition	Middle Housing Purchase	Low Willingness, Low Capability	5	1	1	1	3	0	0	0	10	3	1	1	6	0
Your sibling(s)	Household Composition	Middle Housing Purchase	Low Willingness, Low Capability	6	0	1	0	9	1	0	0	25	1	1	0	6	0
Other relative(s)	Household Composition	Middle Housing Purchase	Low Willingness, Low Capability	4	2	0	0	3	1	0	0	17	3	2	0	4	0
Other non-relative(s)	Household Composition	Middle Housing Purchase	Low Willingness, Low Capability	15	2	5	1	16	5	1	1	26	6	5	0	9	0
It would be more complicated than purchasing a different type of home.	Barriers	Middle Housing Purchase	Low Willingness, Low Capability	18	6	9	10	28	5	2	0	71	10	12	5	62	0
It would be less financially beneficial than purchasing a different type of home	Barriers	Middle Housing Purchase	Low Willingness, Low Capability	22	7	10	4	34	4	0	0	97	11	19	3	62	1
It is not compatible with my plans and vision for a home	Barriers	Middle Housing Purchase	Low Willingness, Low Capability	68	20	32	31	69	22	1	1	211	46	43	19	216	1
Living next to neighbours in other units in middle housing buildings puts me off living in a unit in a middle housing building	Barriers	Middle Housing Purchase	Low Willingness, Low Capability	101	22	38	47	98	35	4	3	266	66	42	29	291	3
It would not give me enough space	Barriers	Middle Housing Purchase	Low Willingness, Low Capability	77	24	31	30	69	26	2	1	245	45	41	27	220	1
It would not give me enough privacy	Barriers	Middle Housing Purchase	Low Willingness, Low Capability	117	31	55	48	114	41	3	2	315	87	54	31	294	3
I would feel a sense of shame or disappointment in myself if I purchased a unit in a middle housing building rather than a single-family home	Barriers	Middle Housing Purchase	Low Willingness, Low Capability	9	2	2	1	7	1	1	0	21	3	5	3	13	0
People I care about would think less of me if I purchased a unit in a middle housing building rather than a single-family home	Barriers	Middle Housing Purchase	Low Willingness, Low Capability	2	1	1	0	5	0	0	0	20	2	4	1	9	0
It would be more financially beneficial than purchasing a different type of home or staying in my current home	Drivers	Middle Housing Purchase	Low Willingness, Low Capability	34	7	15	10	42	9	1	0	148	23	15	4	114	1
It would be a more affordable option for me compared to purchasing another type of home	Drivers	Middle Housing Purchase	Low Willingness, Low Capability	69	19	23	16	87	10	0	2	214	24	24	8	154	1
It would be more suited to my family situation and lifestyle than my current home	Drivers	Middle Housing Purchase	Low Willingness, Low Capability	12	2	4	0	17	0	0	1	52	5	5	2	46	1
It would give me a greater sense of community	Drivers	Middle Housing Purchase	Low Willingness, Low Capability	12	4	9	1	12	2	0	0	55	3	3	0	30	0
It would allow me to downsize while staying in the neighbourhood	Drivers	Middle Housing Purchase	Low Willingness, Low Capability	32	10	14	15	38	8	0	0	121	22	22	7	109	0
It would allow me to live in a more convenient or desirable location (e.g. more walkable, better access to public transport)	Drivers	Middle Housing Purchase	Low Willingness, Low Capability	32	12	18	9	46	11	0	2	103	29	14	5	94	0
It would mean spending less time and money maintaining a property	Drivers	Middle Housing Purchase	Low Willingness, Low Capability	78	20	36	21	82	18	1	2	221	42	35	13	211	2
It would mean supporting more sustainable housing options	Drivers	Middle Housing Purchase	Low Willingness, Low Capability	14	5	14	5	13	5	0	0	59	4	11	4	47	1
People I know enjoy living in units in middle housing buildings	Drivers	Middle Housing Purchase	Low Willingness, Low Capability	9	3	9	3	12	0	0	0	47	7	5	2	29	0
I cannot afford to purchase a unit in a middle housing building within the next 5 years	Barriers	Middle Housing Purchase	Low Willingness, Low Capability	103	15	46	40	135	26	4	1	357	51	53	17	272	5
There are no financing options that allow me to borrow money to purchase a unit in a middle housing building	Barriers	Middle Housing Purchase	Low Willingness, Low Capability	45	9	16	16	57	11	2	0	162	24	28	11	120	0
Units in middle housing buildings are not available for purchase where I live	Barriers	Middle Housing Purchase	Low Willingness, Low Capability	73	34	34	31	79	24	0	3	233	69	37	28	272	1
The information comes directly from other customers, e.g. online reviews or forums	Sources of Trust	Middle Housing Purchase	Low Willingness, Low Capability	42	17	19	22	50	6	1	1	140	35	24	8	115	1
I can verify the information myself through other sources	Sources of Trust	Middle Housing Purchase	Low Willingness, Low Capability	150	40	61	65	178	41	4	4	498	108	81	39	451	5
The information comes from a governmental organisation	Sources of Trust	Middle Housing Purchase	Low Willingness, Low Capability	77	21	39	35	118	28	2	2	294	46	37	21	308	4
The information comes from a non-profit organisation	Sources of Trust	Middle Housing Purchase	Low Willingness, Low Capability	53	12	24	14	45	13	1	0	151	24	27	6	139	3
